Source Node,Target Node,Pair Count,SNDomain,TNDomain,year
Smart Grid,CO2,8,EPS-Source,EPS-Store,2000
Active demand control,VIMSEN,8,EPS-Load,EPS-Load,2000
Distributed power generation,VIMSEN,8,EPS-Grid,EPS-Load,2000
Microgrids,VIMSEN,8,EPS-Grid,EPS-Load,2000
Smart grids,VIMSEN,8,EPS-Grid,EPS-Load,2000
M2M,RACH,9,EPS-Store,EPS-Load,2000
power management,smart meter,10,EPS-Load,EPS-Source,2000
user inconvenience,DRM,7,EPS-Load,EPS-Load,2000
peak load reduction,DRM,7,EPS-Load,EPS-Load,2000
customer engagement plan,DRM,7,EPS-Load,EPS-Load,2000
EMS,DRM,7,IOT-App,EPS-Load,2000
energy management service,DRM,7,EPS-Load,EPS-Load,2000
implementation,DRM,7,EPS-Load,EPS-Load,2000
Photovoltaic,energy storage system,7,EPS-Grid,EPS-Store,2000
DC Micro Grid,DC,7,EPS-Load,EPS-Source,2000
ANN,BESS,8,EPS-Load,IOT-Network,2000
Frequency and voltage control,BESS,8,EPS-Load,IOT-Network,2000
Micro-grid,BESS,8,EPS-Store,IOT-Network,2000
Optimization,BESS,8,EPS-Source,IOT-Network,2000
Smart grid,CO2,10,EPS-Source,EPS-Store,2000
fluorescence,pH,12,EPS-Store,EPS-Store,2000
intelligent,CNC,18,EPS-Store,EPS-Store,2000
service-oriented,CNC,18,EPS-Store,EPS-Store,2000
shared,CNC,18,EPS-Store,EPS-Store,2000
database,CNC,18,EPS-Store,EPS-Store,2000
monitor,CNC,18,EPS-Store,EPS-Store,2000
optimization,CNC,18,EPS-Source,EPS-Store,2000
evaluation,CNC,18,EPS-Store,EPS-Store,2000
Anonymity,BS,12,IOT-App,EPS-Store,2000
Location privacy,BS,12,EPS-Store,EPS-Store,2000
Distributed beamforming,BS,12,EPS-Store,EPS-Store,2000
Cooperative communication,BS,12,EPS-Store,EPS-Store,2000
Traffic analysis,BS,12,EPS-Store,EPS-Store,2000
Internet of Things,BS,12,IOT-App,EPS-Store,2000
Bluetooth low energy,IoT,13,EPS-Store,IOT-App,2000
Internet of Things,3D,15,IOT-App,EPS-Store,2000
environment monitor,EIoT,8,EPS-Store,EPS-Store,2000
WSN,EIoT,8,IOT-Network,EPS-Store,2000
portable design,EIoT,8,EPS-Store,EPS-Store,2000
custom,EIoT,8,EPS-Store,EPS-Store,2000
smart sensor,EIoT,8,EPS-Store,EPS-Store,2000
RPL,IoT,21,EPS-Store,IOT-App,2000
Addressing,IPv6,8,EPS-Store,EPS-Store,2000
loT,IoT,40,IOT-Network,IOT-App,2000
network security,IoT,18,EPS-Store,IOT-App,2000
DDoS,IoT,8,EPS-Store,IOT-App,2000
iBeacon,BLE,7,EPS-Store,EPS-Store,2000
Data analysis,M2M,12,EPS-Store,EPS-Store,2000
Data handling,M2M,12,EPS-Store,EPS-Store,2000
Data processing,M2M,12,EPS-Store,EPS-Store,2000
Information management,M2M,12,EPS-Store,EPS-Store,2000
Machine-to-machine communications,M2M,14,EPS-Store,EPS-Store,2000
Software systems,M2M,12,EPS-Store,EPS-Store,2000
IoT application,IoT,11,EPS-Store,IOT-App,2000
High-speed network,IoT,12,EPS-Store,IOT-App,2000
mm-wave integrated transceiver,IoT,12,EPS-Store,IOT-App,2000
Cloud,IoT,14,EPS-Store,IOT-App,2000
nanoporous AAO layer,AAO,10,EPS-Store,EPS-Store,2000
humidity sensor,AAO,10,EPS-Store,EPS-Store,2000
paper-based substrate,AAO,10,EPS-Store,EPS-Store,2000
thin film,AAO,10,IOT-App,EPS-Store,2000
aluminium oxide,AAO,10,EPS-Store,EPS-Store,2000
WSN,robotic vehicle,9,IOT-Network,EPS-Store,2000
Wireless Sensor Networks,robotic vehicle,9,EPS-Store,EPS-Store,2000
DTMF,robotic vehicle,9,EPS-Store,EPS-Store,2000
Sensors,robotic vehicle,9,EPS-Source,EPS-Store,2000
PIR,robotic vehicle,9,EPS-Store,EPS-Store,2000
GSM,robotic vehicle,9,EPS-Store,EPS-Store,2000
GPS,robotic vehicle,9,IOT-Network,EPS-Store,2000
Internet of Things,robotic vehicle,9,IOT-App,EPS-Store,2000
Ontology,IoT,26,EPS-Store,IOT-App,2000
Zigbee,WSN,16,EPS-Store,IOT-Network,2000
mobile sink,WSN,9,EPS-Store,IOT-Network,2000
BHL,RGB,12,EPS-Store,EPS-Store,2000
Body Hydration Leveldetection and awareness,RGB,12,EPS-Store,EPS-Store,2000
Cloud platform,RGB,12,EPS-Store,EPS-Store,2000
IoT,RGB,12,IOT-App,EPS-Store,2000
Smart sensor networks,RGB,12,EPS-Store,EPS-Store,2000
Internet-of-things,IoT,10,EPS-Store,IOT-App,2000
inter-organizational,IoT,8,EPS-Store,IOT-App,2000
collaborative,IoT,8,EPS-Store,IOT-App,2000
energy saving,IoT,10,EPS-Store,IOT-App,2000
compressive sensing,IoT,10,EPS-Store,IOT-App,2000
IoT sensors,IoT,8,EPS-Store,IOT-App,2000
Bluetooth sensors,IoT,8,EPS-Store,IOT-App,2000
RFID tags,IoT,8,IOT-App,IOT-App,2000
NFC sensors,IoT,8,EPS-Store,IOT-App,2000
Healthcare,IoT,16,EPS-Store,IOT-App,2000
Sensor networks,IoT,21,EPS-Store,IOT-App,2000
RFID system,IoT,18,EPS-Store,IOT-App,2000
Mobile communications,IoT,18,EPS-Store,IOT-App,2000
Programming frameworks,IoT,19,EPS-Store,IOT-App,2000
Big Data,IoT,49,EPS-Store,IOT-App,2000
Data analytics,IoT,19,EPS-Store,IOT-App,2000
Service Oriented Architecture,IoT,12,EPS-Store,IOT-App,2000
mobile RFID,RFID,9,EPS-Store,IOT-Network,2000
algorithm,RFID,9,EPS-Store,IOT-Network,2000
IoT,DTSA,9,IOT-App,EPS-Store,2000
Internet of Things,DTSA,9,IOT-App,EPS-Store,2000
mobile RFID,DTSA,9,EPS-Store,EPS-Store,2000
algorithm,DTSA,9,EPS-Store,EPS-Store,2000
Wireless Sensor Network,wireless sensor networks,10,IOT-Network,IOT-App,2000
Wireless sensor networks,Internet of Things,10,EPS-Source,IOT-App,2000
Internet of Things,wireless communication,14,IOT-App,EPS-Store,2000
CPS,D2D,8,IOT-App,EPS-Store,2000
IoT,D2D,10,IOT-App,EPS-Store,2000
Big data,D2D,8,IOT-Network,EPS-Store,2000
Multi-hop,D2D,8,EPS-Store,EPS-Store,2000
Routing,D2D,8,IOT-App,EPS-Store,2000
Interference management,D2D,8,EPS-Store,EPS-Store,2000
Wireless communications,D2D,8,EPS-Store,EPS-Store,2000
NAT,ALG,8,EPS-Store,EPS-Store,2000
SDN,ALG,8,EPS-Store,EPS-Store,2000
SIP/IMS and ALG,ALG,8,EPS-Store,EPS-Store,2000
wireless sensors networks,WSN,9,EPS-Store,IOT-Network,2000
fuzzy logic,WSN,9,EPS-Store,IOT-Network,2000
self-adaptive,WSN,9,EPS-Store,IOT-Network,2000
cyber-physical systems,WSN,9,EPS-Source,IOT-Network,2000
IoT device,IoT,12,EPS-Store,IOT-App,2000
OGC SWE,IoT,12,EPS-Store,IOT-App,2000
Sensor Observation Service,IoT,12,EPS-Store,IOT-App,2000
PUCK,IoT,12,EPS-Store,IOT-App,2000
SensorThings,IoT,12,EPS-Store,IOT-App,2000
In-use vehicle inspection,IoT,7,EPS-Store,IOT-App,2000
Maximum spanning tree,IoT,7,EPS-Store,IOT-App,2000
anonymity,IoT,8,EPS-Store,IOT-App,2000
untraceability,IoT,8,EPS-Store,IOT-App,2000
Energy harvesting,IoT,10,EPS-Store,IOT-App,2000
Mobile computing,IoT,16,EPS-Store,IOT-App,2000
Product lifecycle management,IoT,8,EPS-Store,IOT-App,2000
Business processes,IoT,8,EPS-Store,IOT-App,2000
Integration,IoT,8,EPS-Store,IOT-App,2000
Resource oriented architecture,IoT,8,EPS-Store,IOT-App,2000
Service composition,IoT,8,EPS-Store,IOT-App,2000
Events management,IoT,8,EPS-Store,IOT-App,2000
body sensor networks,energy storage,10,EPS-Store,EPS-Source,2000
internet of things,energy storage,10,EPS-Store,EPS-Source,2000
printed circuits,energy storage,10,EPS-Store,EPS-Source,2000
wearable sensors,energy storage,10,EPS-Store,EPS-Source,2000
Health Internet of things,IoT,8,EPS-Store,IOT-App,2000
Physiological information collection,IoT,8,EPS-Store,IOT-App,2000
Health big data,IoT,8,EPS-Store,IOT-App,2000
Wearable device,IoT,10,IOT-App,IOT-App,2000
Trust,IoT,16,EPS-Store,IOT-App,2000
smart city,Internet of Things,8,EPS-Store,IOT-App,2000
smart health,Internet of Things,8,EPS-Store,IOT-App,2000
and smart home,Internet of Things,8,EPS-Store,IOT-App,2000
3G mobile communication,WSN,9,EPS-Store,IOT-Network,2000
Embedded systems,WSN,9,EPS-Store,IOT-Network,2000
energy harvesting,WSN,9,IOT-App,IOT-Network,2000
Service oriented architecture,IoT,9,EPS-Store,IOT-App,2000
Data transportation,IoT,9,EPS-Store,IOT-App,2000
IoT,mobility management,13,IOT-App,IOT-App,2000
QR code (Quick Response Code),IoT,8,EPS-Store,IOT-App,2000
RFID (Radio-Frequency Identification),IoT,8,EPS-Store,IOT-App,2000
Sensor Network,IoT,8,EPS-Store,IOT-App,2000
Smart Appliances,IoT,8,EPS-Store,IOT-App,2000
Data Streaming,IoT,18,EPS-Store,IOT-App,2000
wireless sensor networks,BSNs,9,IOT-App,EPS-Store,2000
Body sensor Networks,BSNs,9,EPS-Store,EPS-Store,2000
routing,BSNs,9,EPS-Source,EPS-Store,2000
protocols,BSNs,9,EPS-Store,EPS-Store,2000
BodyNet,BSNs,9,EPS-Store,EPS-Store,2000
Hypercube,BSNs,9,EPS-Store,EPS-Store,2000
IoT,transmitter,15,IOT-App,EPS-Store,2000
smart city,IoT,10,EPS-Store,IOT-App,2000
Internet-of-Things,WSN,11,EPS-Store,IOT-Network,2000
smart home platform,WSN,8,EPS-Store,IOT-Network,2000
mesh topology,WSN,8,EPS-Store,IOT-Network,2000
GSM,Internet of Things,7,EPS-Store,IOT-App,2000
gateway selection,M2M,26,EPS-Store,EPS-Store,2000
bluetooth smart device,M2M,26,EPS-Store,EPS-Store,2000
energy consumption,M2M,26,EPS-Store,EPS-Store,2000
M2M communication,IoT,16,EPS-Store,IOT-App,2000
gateway selection,IoT,10,EPS-Store,IOT-App,2000
bluetooth smart device,IoT,10,EPS-Store,IOT-App,2000
Code Interpreter,IoT,8,EPS-Store,IOT-App,2000
Virtual Machines,IoT,11,EPS-Store,IOT-App,2000
Reprogrammability,IoT,8,EPS-Store,IOT-App,2000
Apps,IoT,8,EPS-Store,IOT-App,2000
LTE,UE,12,EPS-Grid,EPS-Store,2000
IoT,UE,14,IOT-App,EPS-Store,2000
Internet of Things,Low Energy,7,IOT-App,EPS-Store,2000
Bluetooth Low Energy,Low Energy,7,EPS-Store,EPS-Store,2000
Self-organizing Software platform,IoT,9,EPS-Store,IOT-App,2000
IoT Router,IoT,9,EPS-Store,IOT-App,2000
Hot replication of IoT Router,IoT,9,EPS-Store,IOT-App,2000
6LoWPAN,LLN,8,EPS-Store,EPS-Store,2000
Neighbor Discovery,LLN,8,EPS-Store,EPS-Store,2000
IPv6 Stateless Address Autoconfiguration,LLN,8,EPS-Store,EPS-Store,2000
Theoretical Analysis,LLN,8,EPS-Store,EPS-Store,2000
CoAP,UE,8,EPS-Store,EPS-Store,2000
CSE,UE,8,EPS-Store,EPS-Store,2000
EPC,UE,8,IOT-Network,EPS-Store,2000
ETSI M2M,UE,8,EPS-Store,EPS-Store,2000
M2M,UE,8,EPS-Store,EPS-Store,2000
MTC,UE,8,IOT-App,EPS-Store,2000
MTC-IWF,UE,8,EPS-Store,EPS-Store,2000
oneM2M,UE,8,EPS-Store,EPS-Store,2000
PDN-GW,UE,8,EPS-Store,EPS-Store,2000
SCS,UE,8,EPS-Store,EPS-Store,2000
SMS,UE,8,EPS-Store,EPS-Store,2000
Service Layer,UE,8,EPS-Store,EPS-Store,2000
Triggering,UE,8,EPS-Store,EPS-Store,2000
ZigBee,smart home system,8,EPS-Store,IOT-App,2000
sensor network,IoT,8,EPS-Store,IOT-App,2000
smart devices,IoT,9,EPS-Store,IOT-App,2000
ICT,IoT,7,IOT-Network,IOT-App,2000
ZigBee,transmitter,13,EPS-Store,EPS-Store,2000
CRC,transmitter,13,EPS-Store,EPS-Store,2000
Bit-to-Symbol,transmitter,13,EPS-Store,EPS-Store,2000
Verilog,transmitter,10,EPS-Store,EPS-Store,2000
Drone,IoT,10,EPS-Store,IOT-App,2000
Smart cities,IoT,13,IOT-App,IOT-App,2000
Ambient Assisted Living,AAL,8,EPS-Store,EPS-Store,2000
Information-Centric Networking,IoT,11,EPS-Store,IOT-App,2000
Cloud computing,ICT,9,IOT-App,IOT-Network,2000
IoT,WiFi,21,IOT-App,EPS-Store,2000
Simulator,DTLS,7,IOT-Network,EPS-Store,2000
Simulation,DTLS,7,EPS-Store,EPS-Store,2000
Radio Frequency,DTLS,7,EPS-Store,EPS-Store,2000
Cryptography,DTLS,7,IOT-App,EPS-Store,2000
RF,DTLS,7,EPS-Load,EPS-Store,2000
TFTP,DTLS,7,EPS-Store,EPS-Store,2000
Stop and Wait ARQ,DTLS,7,EPS-Store,EPS-Store,2000
Trivial File Transfer Protocol,DTLS,7,EPS-Store,EPS-Store,2000
RSA,DTLS,7,EPS-Store,EPS-Store,2000
ElGamal,DTLS,7,EPS-Store,EPS-Store,2000
Raspberry Pi,DTLS,7,IOT-App,EPS-Store,2000
Wi-Fi,DTLS,7,IOT-Network,EPS-Store,2000
Trust,DTLS,7,EPS-Store,EPS-Store,2000
Privacy,DTLS,7,EPS-Grid,EPS-Store,2000
UBOOT,DTLS,7,EPS-Store,EPS-Store,2000
IOT,DTLS,7,EPS-Load,EPS-Store,2000
Lightweight,DTLS,7,EPS-Store,EPS-Store,2000
Asymmetric,DTLS,7,EPS-Store,EPS-Store,2000
IoT,3D,16,IOT-App,EPS-Store,2000
genetic algorithm,WSN,8,EPS-Store,IOT-Network,2000
multi-objective optimization,WSN,8,EPS-Store,IOT-Network,2000
IoT RFID/NFC Authentication ECC Security Analysis,RFID,8,EPS-Store,IOT-Network,2000
DTLS,IoT,21,EPS-Store,IOT-App,2000
M2M service architecture,M2M,14,EPS-Store,EPS-Store,2000
M2M gateway selection,M2M,14,EPS-Store,EPS-Store,2000
Bluetooth smart device,M2M,14,EPS-Store,EPS-Store,2000
Application-layer protocols,IoT,8,EPS-Store,IOT-App,2000
Standardization,IoT,13,EPS-Store,IOT-App,2000
Cyber-Physical Systems,IoT,10,EPS-Store,IOT-App,2000
IEEE 802.15.4,IoT,14,EPS-Store,IOT-App,2000
Internet of Things,AAL,13,IOT-App,EPS-Store,2000
SDN,IoT,18,EPS-Store,IOT-App,2000
Machine-to-Machine,M2M,10,EPS-Store,EPS-Store,2000
Software Define Network,IoT,8,IOT-App,IOT-App,2000
ECC,IoT,12,EPS-Store,IOT-App,2000
networks,IoT,7,EPS-Store,IOT-App,2000
Special issues and sections,IoT,9,EPS-Store,IOT-App,2000
Software engineering,IoT,18,EPS-Store,IOT-App,2000
Internet computing,IoT,18,EPS-Store,IOT-App,2000
Smart phones,IoT,9,EPS-Store,IOT-App,2000
Computer applications,IoT,9,EPS-Store,IOT-App,2000
software engineering,IoT,13,EPS-Store,IOT-App,2000
Internetware,IoT,9,EPS-Store,IOT-App,2000
service choreographies,IoT,9,EPS-Store,IOT-App,2000
smartphone applications,IoT,9,EPS-Store,IOT-App,2000
cloud APIs,IoT,9,EPS-Store,IOT-App,2000
software diversification,IoT,9,EPS-Store,IOT-App,2000
Cloud infrastructure,IoT,8,EPS-Store,IOT-App,2000
Cloud services,IoT,8,EPS-Store,IOT-App,2000
Open source,IoT,12,EPS-Store,IOT-App,2000
cloud service platform,IoT,12,EPS-Store,IOT-App,2000
agriculture production,IoT,12,EPS-Store,IOT-App,2000
the internet of things,IoT,12,EPS-Store,IOT-App,2000
Semantic interoperability,IoT,12,EPS-Store,IOT-App,2000
Sensor network,IoT,10,EPS-Store,IOT-App,2000
stream query processing,IoT,7,EPS-Store,IOT-App,2000
federation,IoT,12,EPS-Store,IOT-App,2000
virtual sensors,IoT,12,EPS-Store,IOT-App,2000
energy sustainability,IoT,12,EPS-Store,IOT-App,2000
green computing,IoT,12,EPS-Store,IOT-App,2000
Mobile cloud,IoT,8,EPS-Store,IOT-App,2000
MapReduce,IoT,10,EPS-Store,IOT-App,2000
Terms Fog Computing,IoT,7,EPS-Store,IOT-App,2000
Actuators,IoT,7,EPS-Store,IOT-App,2000
Industrial Internet,IoT,15,EPS-Store,IOT-App,2000
SCADA,IoT,7,IOT-Network,IOT-App,2000
Control,IoT,7,EPS-Store,IOT-App,2000
Processes,IoT,7,EPS-Store,IOT-App,2000
Sensor Data,IoT,11,EPS-Store,IOT-App,2000
authentication,IoT,21,EPS-Source,IOT-App,2000
performance,IoT,8,EPS-Store,IOT-App,2000
evaluation,IoT,8,EPS-Store,IOT-App,2000
Mobile,IoT,14,EPS-Store,IOT-App,2000
IoT services,IoT,15,EPS-Store,IOT-App,2000
service coordination,IoT,7,EPS-Store,IOT-App,2000
information technology,IoT,11,EPS-Store,IOT-App,2000
mobile computing,IoT,8,EPS-Store,IOT-App,2000
cloud,Internet of Things,8,EPS-Store,IOT-App,2000
healthcare,Internet of Things,9,EPS-Store,IOT-App,2000
Smart devices,IoT,16,EPS-Store,IOT-App,2000
IoT Protocols,IoT,9,EPS-Store,IOT-App,2000
LTE,IoT,10,EPS-Grid,IOT-App,2000
Internet of Things,CoT,17,IOT-App,IOT-App,2000
Discovery,IoT,7,IOT-App,IOT-App,2000
ontology,IoT,15,EPS-Store,IOT-App,2000
OAuth,IoT,7,EPS-Store,IOT-App,2000
Authorization,IoT,8,EPS-Store,IOT-App,2000
knowledge base,IoT,12,EPS-Store,IOT-App,2000
Internet of Things,PCE,10,IOT-App,EPS-Store,2000
Flexible,DTLS,7,EPS-Store,EPS-Store,2000
Wearable,DTLS,7,EPS-Store,EPS-Store,2000
Additive Manufacturing,DTLS,7,EPS-Store,EPS-Store,2000
3-D Printer,DTLS,7,EPS-Store,EPS-Store,2000
Strain Sensor,DTLS,7,EPS-Store,EPS-Store,2000
2.4 GHz ISM,DTLS,7,EPS-Store,EPS-Store,2000
Wireless Sensor,DTLS,7,EPS-Store,EPS-Store,2000
Beacon,IoT,15,EPS-Store,IOT-App,2000
Architecture,Internet of Things,7,EPS-Store,IOT-App,2000
Agility,Internet of Things,7,EPS-Store,IOT-App,2000
Value creation,IoT,9,EPS-Store,IOT-App,2000
Business ecosystem,IoT,7,EPS-Store,IOT-App,2000
genetic algorithm,IoT,8,EPS-Store,IOT-App,2000
M2M device,M2M,7,EPS-Store,EPS-Store,2000
M2M endpoint,M2M,7,EPS-Store,EPS-Store,2000
OMA LwM2M,M2M,7,EPS-Store,EPS-Store,2000
oneM2M,M2M,7,EPS-Store,EPS-Store,2000
Resource description,M2M,7,EPS-Store,EPS-Store,2000
Service discovery,IoT,8,EPS-Store,IOT-App,2000
IoT,QoS,18,IOT-App,IOT-App,2000
Smart home,CO2,8,EPS-Store,EPS-Store,2000
Wireless communication,CO2,8,IOT-App,EPS-Store,2000
Energy management,CO2,8,EPS-Source,EPS-Store,2000
Power shedding,CO2,8,EPS-Store,EPS-Store,2000
SoC,DC,23,IOT-Network,EPS-Source,2000
multi-objective optimization,optimal dispatch,7,EPS-Store,IOT-Network,2000
Pareto front,optimal dispatch,7,IOT-Network,IOT-Network,2000
Adaptive backstepping controller,DC,8,IOT-Network,EPS-Source,2000
control Lyapunov function,DC,12,IOT-Network,EPS-Source,2000
PV-powered industrial micro-grids,energy storage,9,IOT-Network,EPS-Source,2000
Sensitive load,energy storage,9,IOT-Network,EPS-Source,2000
Capacity optimal allocation,energy storage,9,IOT-Network,EPS-Source,2000
Inverter combination,energy storage,9,IOT-Network,EPS-Source,2000
Inverter conversion efficiency,energy storage,9,IOT-Network,EPS-Source,2000
Combination energy,DC,12,IOT-Network,EPS-Source,2000
Storage device,DC,12,IOT-Network,EPS-Source,2000
Solar photovoltaic,DC,12,IOT-Network,EPS-Source,2000
engine generator,DC,8,IOT-Network,EPS-Source,2000
microgrid electric vehicle,EVs,8,IOT-Network,EPS-Source,2000
cost signal,EVs,8,IOT-Network,EPS-Source,2000
charging/discharging process,EVs,8,IOT-Network,EPS-Source,2000
virtual power plant,DR,10,IOT-Network,EPS-Source,2000
Self excited induction generator,induction generator,12,IOT-Network,IOT-Network,2000
Battery energy storage system,induction generator,12,EPS-Grid,IOT-Network,2000
active and reactive power compensation,induction generator,12,IOT-Network,IOT-Network,2000
Demand response,DE,9,EPS-Source,IOT-Network,2000
differential evolution,DE,9,IOT-Network,IOT-Network,2000
micro-grid,DE,9,IOT-Network,IOT-Network,2000
particle swarm optimization,DE,9,EPS-Store,IOT-Network,2000
battery swapping mode,EVs,8,IOT-Network,EPS-Source,2000
plug-in charging mode,EVs,8,IOT-Network,EPS-Source,2000
economic dispatch,EVs,8,IOT-Network,EPS-Source,2000
secondary control,DC,7,IOT-Network,EPS-Source,2000
full rated converter induction generator,DC,8,IOT-Network,EPS-Source,2000
various models,DC,8,IOT-Network,EPS-Source,2000
power coordinated control,DC,8,IOT-Network,EPS-Source,2000
Battery storage,PV,9,EPS-Source,EPS-Source,2000
medium-voltage DC,DC,8,IOT-Network,EPS-Source,2000
power conversion,DC,8,IOT-Network,EPS-Source,2000
photovoltaic power plants,PV,9,IOT-Network,EPS-Source,2000
distribution network covering the load profile,PV,9,IOT-Network,EPS-Source,2000
Electric Vehicles,PV,12,IOT-Network,EPS-Source,2000
MPPT,power management,10,EPS-Store,EPS-Load,2000
battery management system,power management,7,IOT-Network,EPS-Load,2000
Hybrid Grid,BESS,12,IOT-Network,IOT-Network,2000
Micro Grid,BESS,12,IOT-Network,IOT-Network,2000
Generation Adequacy,BESS,12,IOT-Network,IOT-Network,2000
System Stability,BESS,12,IOT-Network,IOT-Network,2000
Wind Turbine,BESS,12,IOT-Network,IOT-Network,2000
Model Predictive Control,DC,7,IOT-Network,EPS-Source,2000
photovoltaic,EVs,7,EPS-Source,EPS-Source,2000
Photovoltaic power generation,EVs,8,IOT-Network,EPS-Source,2000
Battery Plants,DC,8,IOT-Network,EPS-Source,2000
dynamic programming,DC,8,IOT-Network,EPS-Source,2000
power generation dispatch,DC,8,IOT-Network,EPS-Source,2000
renewable power generation,DC,8,IOT-Network,EPS-Source,2000
storage systems,DC,8,IOT-Network,EPS-Source,2000
PV Solar Energy. Energy conservation,PV,9,IOT-Network,EPS-Source,2000
UPQC,reactive power compensation,8,IOT-Network,EPS-Load,2000
SCADA,PV,8,IOT-Network,EPS-Source,2000
fault detection,PV,8,IOT-Network,EPS-Source,2000
grid impacts,PV,12,IOT-Network,EPS-Source,2000
distribution-connected,PV,12,IOT-Network,EPS-Source,2000
transmission stability,PV,12,IOT-Network,EPS-Source,2000
composite load model,PV,12,IOT-Network,EPS-Source,2000
PVD1,PV,12,IOT-Network,EPS-Source,2000
Solar PV,PV,10,IOT-Network,EPS-Source,2000
Power Quality,VSC,10,EPS-Source,IOT-Compute,2000
expansion planning,standalone microgrid,8,IOT-Network,IOT-Network,2000
microgrid,standalone microgrid,8,EPS-Source,IOT-Network,2000
renewable generation,standalone microgrid,8,IOT-Network,IOT-Network,2000
smart charging,PHEVs,9,IOT-Network,EPS-Load,2000
Smart grid,CS,8,EPS-Source,IOT-App,2000
solar photovoltaic,CS,8,IOT-Network,IOT-App,2000
electric vehicle classification,CS,8,IOT-Network,IOT-App,2000
green vehicle,CS,8,IOT-Network,IOT-App,2000
energy trading,CS,8,IOT-Network,IOT-App,2000
PVWP,PV,7,IOT-Network,EPS-Source,2000
Financing mechanism,PV,7,IOT-Network,EPS-Source,2000
Crowd-funding,PV,7,IOT-Network,EPS-Source,2000
Interoperability,SCADA,7,IOT-Network,IOT-Network,2000
HVAC modelling and control,HVAC,10,IOT-Network,EPS-Source,2000
HVAC system integration,HVAC,10,IOT-Network,EPS-Source,2000
Energy efficiency,HVAC,10,IOT-Network,EPS-Source,2000
Automation,DR,8,IOT-App,EPS-Source,2000
Planning,DR,8,IOT-Network,EPS-Source,2000
Substation,DR,8,IOT-Network,EPS-Source,2000
Transformer,DR,8,IOT-Network,EPS-Source,2000
Energy storage systems,DC,12,IOT-Network,EPS-Source,2000
Main grid impact,DC,10,IOT-Network,EPS-Source,2000
Microgrid,smart grids,7,EPS-Source,EPS-Source,2000
Conergy,DC,7,IOT-Network,EPS-Source,2000
EMI,DC,7,IOT-Network,EPS-Source,2000
leakage current,DC,7,IOT-Network,EPS-Source,2000
modulation methods,DC,7,IOT-Network,EPS-Source,2000
photovoltaics,DC,7,IOT-Network,EPS-Source,2000
reactive power generation,DC,7,IOT-Network,EPS-Source,2000
residential power system,DC,7,IOT-Network,EPS-Source,2000
single phase converter,DC,7,IOT-Network,EPS-Source,2000
transformer-less inverters,DC,7,IOT-Network,EPS-Source,2000
Battery Storage,DC,8,IOT-Network,EPS-Source,2000
Hybrid System,DC,8,IOT-Network,EPS-Source,2000
Photovoltaic System,DC,8,IOT-Network,EPS-Source,2000
Robust Control,DC,8,IOT-Network,EPS-Source,2000
Measurement,PLC,8,IOT-Network,IOT-Network,2000
Performance Evaluation,PLC,8,IOT-Network,IOT-Network,2000
Broadband,PLC,8,IOT-Network,IOT-Network,2000
Power-line Communication,PLC,8,IOT-Network,IOT-Network,2000
Lighting Smart Grid,DC,11,IOT-Network,EPS-Source,2000
Dual-Active Bridge,DC,8,IOT-Network,EPS-Source,2000
LED lighting,DC,8,IOT-Network,EPS-Source,2000
Smart Cities,DC,8,IOT-Network,EPS-Source,2000
Internet of Things,MTC,12,IOT-App,IOT-App,2000
compressive sensing,CS,9,EPS-Store,IOT-App,2000
power system,EVs,7,IOT-Network,EPS-Source,2000
Demand response programs,PEVs,8,IOT-Network,IOT-Percept,2000
uncertainty,MG,8,IOT-Network,EPS-Source,2000
battery storage,DC,9,EPS-Source,EPS-Source,2000
Smart grids,PV,7,EPS-Grid,EPS-Source,2000
load balancing,SG,7,IOT-Network,EPS-Source,2000
approximate dynamic programming,DP,8,IOT-Network,IOT-App,2000
dynamic programming,DP,8,IOT-Network,IOT-App,2000
Energy management,SFC,8,EPS-Source,IOT-Network,2000
operational cost,SFC,8,IOT-Network,IOT-Network,2000
smart grid,SFC,8,EPS-Source,IOT-Network,2000
solar PV,SFC,8,IOT-Network,IOT-Network,2000
shared facility,SFC,8,IOT-Network,IOT-Network,2000
EG,DC,8,IOT-Network,EPS-Source,2000
Battery energy storage,BESS,13,IOT-Network,IOT-Network,2000
Game theory,EVs,7,IOT-App,EPS-Source,2000
state of charge,energy storage,10,IOT-Compute,EPS-Source,2000
stability analysis,BESS,8,IOT-Network,IOT-Network,2000
uncertainty,smart grids,8,IOT-Network,EPS-Source,2000
microgrid,PEVs,11,EPS-Source,IOT-Percept,2000
energy scheduling,energy storage,9,IOT-Network,EPS-Source,2000
economic analysis,energy storage,7,IOT-Network,EPS-Source,2000
energy management,state of charge,11,EPS-Store,IOT-Compute,2000
prosumer,energy storage,7,IOT-Network,EPS-Source,2000
VPP,energy storage,8,IOT-Network,EPS-Source,2000
GA,energy storage,8,IOT-Network,EPS-Source,2000
5G,WSN,14,IOT-App,IOT-Network,2000
Anomaly detection,IoT,8,IOT-Network,IOT-App,2000
SVM,IoT,11,IOT-Network,IOT-App,2000
MQTT,wireless communication,8,IOT-Network,EPS-Store,2000
service provisioning,IoT,14,IOT-Network,IOT-App,2000
LPWAN,LoRa,11,EPS-Load,IOT-App,2000
IoT,LoRa,55,IOT-App,IOT-App,2000
network slicing,5G,24,IOT-Network,IOT-App,2000
Monitoring,IoT,9,IOT-Network,IOT-App,2000
