Source Node,Target Node,Pair Count,SNDomain,TNDomain,year
Security,IoT,30,EPS-Grid,IOT-App,2000
Heterogeneous,IoT,12,EPS-Grid,IOT-App,2000
RFID sensor networks,IoT,12,EPS-Grid,IOT-App,2000
Multi-attribute query processing,wireless sensor networks,6,EPS-Grid,IOT-App,2000
Index tree,wireless sensor networks,6,EPS-Grid,IOT-App,2000
Attack and defense,IoT,6,EPS-Grid,IOT-App,2000
connectivity,IoT,6,EPS-Grid,IOT-App,2000
CPS,IoT,6,IOT-App,IOT-App,2000
cyber-physical system,IoT,6,EPS-Grid,IOT-App,2000
machine-to-machinecommunications,IoT,6,EPS-Grid,IOT-App,2000
network vulnerability,IoT,6,EPS-Grid,IOT-App,2000
zero-sum game,IoT,6,EPS-Grid,IOT-App,2000
CPLD,smart sensor interface,8,EPS-Grid,EPS-Grid,2000
IEEE1415 protocol,smart sensor interface,8,EPS-Grid,EPS-Grid,2000
IoT,smart sensor interface,8,IOT-App,EPS-Grid,2000
Internet of Things,smart sensor interface,8,IOT-App,EPS-Grid,2000
sensor data acquisition,smart sensor interface,8,EPS-Grid,EPS-Grid,2000
Cloud computing,RFID,6,IOT-App,EPS-Grid,2000
data storage,RFID,6,EPS-Grid,EPS-Grid,2000
file repository,RFID,6,EPS-Grid,EPS-Grid,2000
IoT database,RFID,6,EPS-Grid,EPS-Grid,2000
multiple databases,RFID,6,EPS-Grid,EPS-Grid,2000
Privacy,IoT,15,IOT-Network,IOT-App,2000
Surveillance,IoT,9,EPS-Grid,IOT-App,2000
Framework of contextual integrity,IoT,9,EPS-Grid,IOT-App,2000
Radio-frequency identification,IoT,9,EPS-Grid,IOT-App,2000
LBS,IoT,9,EPS-Grid,IOT-App,2000
Location-based services,IoT,9,EPS-Grid,IOT-App,2000
Radio-frequency identification,RFID,6,EPS-Grid,EPS-Grid,2000
Near field communication,RFID,6,EPS-Source,EPS-Grid,2000
Wireless sensor,RFID,6,EPS-Grid,EPS-Grid,2000
Absorption spectroscopy,RFID,6,EPS-Grid,EPS-Grid,2000
Photometer,RFID,6,EPS-Grid,EPS-Grid,2000
adaptive compressive sensing,IoT,6,EPS-Grid,IOT-App,2000
sparsity,IoT,6,EPS-Grid,IOT-App,2000
reconstruction error,IoT,6,EPS-Grid,IOT-App,2000
encryption,IoT,6,EPS-Grid,IOT-App,2000
adaptive compressive sensing,SOs,6,EPS-Grid,EPS-Grid,2000
sparsity,SOs,6,EPS-Grid,EPS-Grid,2000
reconstruction error,SOs,6,EPS-Grid,EPS-Grid,2000
security,SOs,6,IOT-App,EPS-Grid,2000
encryption,SOs,6,EPS-Grid,EPS-Grid,2000
quality of service,SOs,6,EPS-Grid,EPS-Grid,2000
adaptive compressive sensing,CS,6,EPS-Grid,IOT-App,2000
sparsity,CS,6,EPS-Grid,IOT-App,2000
reconstruction error,CS,6,EPS-Grid,IOT-App,2000
security,CS,6,IOT-App,IOT-App,2000
encryption,CS,6,EPS-Grid,IOT-App,2000
quality of service,CS,6,EPS-Grid,IOT-App,2000
Test-bed and Trials,IoT,6,EPS-Grid,IOT-App,2000
Sensor System Integration,IoT,6,EPS-Grid,IOT-App,2000
Network Architecture,IoT,6,EPS-Grid,IOT-App,2000
Service Functions and Management,IoT,6,EPS-Grid,IOT-App,2000
EXI,IoT,14,EPS-Grid,IOT-App,2000
CoAP,IoT,19,EPS-Store,IOT-App,2000
Inkjet-printed sensors,RF,8,EPS-Grid,IOT-App,2000
inkjet-printed electronics,RF,8,EPS-Grid,IOT-App,2000
paper substrate,RF,8,EPS-Grid,IOT-App,2000
RFID-enabled sensor,RF,8,EPS-Grid,IOT-App,2000
autonomous wireless modules,RF,8,EPS-Grid,IOT-App,2000
energy harvesting,RF,11,IOT-App,IOT-App,2000
zero-power,RF,8,EPS-Grid,IOT-App,2000
Internet of Things,RF,10,IOT-App,IOT-App,2000
ambient energy harvesting,RF,8,EPS-Grid,IOT-App,2000
Internet of Things,TSaaaS,8,IOT-App,EPS-Grid,2000
pattern search on timeseries,TSaaaS,8,EPS-Grid,EPS-Grid,2000
RESTful interfaces,TSaaaS,8,EPS-Grid,EPS-Grid,2000
Structural Healthy Monitoring,WSN,6,EPS-Grid,IOT-App,2000
Hardware Design,WSN,6,EPS-Grid,IOT-App,2000
Architecture,IoT,9,EPS-Store,IOT-App,2000
Internet Services,IoT,6,EPS-Grid,IOT-App,2000
Semantic Web,IoT,14,EPS-Grid,IOT-App,2000
6lowpan,IoT,6,EPS-Grid,IOT-App,2000
SensorNetworks,IoT,6,EPS-Grid,IOT-App,2000
ubiquitous sensor networks,USN,9,EPS-Grid,EPS-Grid,2000
dependability,USN,9,EPS-Grid,EPS-Grid,2000
monitoring,USN,9,IOT-App,EPS-Grid,2000
Jennet-IP,wireless vehicle,6,EPS-Grid,EPS-Grid,2000
GMR,wireless vehicle,6,EPS-Grid,EPS-Grid,2000
Vehicle detector,wireless vehicle,6,EPS-Grid,EPS-Grid,2000
The Internet of things,wireless vehicle,6,EPS-Grid,EPS-Grid,2000
the Internet of Things,the Internet of things,6,EPS-Source,EPS-Grid,2000
Wireless Sensor Network,the Internet of things,6,IOT-App,EPS-Grid,2000
RFID,the Internet of things,6,EPS-Grid,EPS-Grid,2000
supply chain,the Internet of things,6,EPS-Grid,EPS-Grid,2000
network communications,IoT,11,EPS-Grid,IOT-App,2000
internetworking,IoT,11,EPS-Grid,IOT-App,2000
backwards compatibility,IoT,11,EPS-Grid,IOT-App,2000
system architecture,IoT,11,EPS-Grid,IOT-App,2000
Internet-of-Things,RFID,5,IOT-App,EPS-Grid,2000
Tags,RFID,6,EPS-Grid,EPS-Grid,2000
Radio Frequency Identification,IoT,6,EPS-Source,IOT-App,2000
Tags,IoT,6,EPS-Grid,IOT-App,2000
Wireless Sensor Networks,DCCA,6,EPS-Store,EPS-Grid,2000
WiFi,DCCA,6,IOT-Network,EPS-Grid,2000
802.15.4,DCCA,6,EPS-Grid,EPS-Grid,2000
CCA,DCCA,6,EPS-Grid,EPS-Grid,2000
Energy efficiency,WSN,6,IOT-Network,IOT-App,2000
internet-of-things,WSN,6,EPS-Grid,IOT-App,2000
landslide monitoring,WSN,6,EPS-Grid,IOT-App,2000
pervasive computing,Internet of Things,6,EPS-Grid,IOT-App,2000
Security ontologies,STAC,6,EPS-Grid,EPS-Grid,2000
Semantic Web,STAC,6,EPS-Grid,EPS-Grid,2000
OWL,STAC,6,EPS-Grid,EPS-Grid,2000
M2M,STAC,6,EPS-Store,EPS-Grid,2000
ETSI Machine to Machine,STAC,6,EPS-Grid,EPS-Grid,2000
Semantic Web of Things,STAC,6,EPS-Grid,EPS-Grid,2000
2G/GSM,STAC,6,EPS-Grid,EPS-Grid,2000
3G/UMTS,STAC,6,EPS-Grid,EPS-Grid,2000
4G/LTE,STAC,6,EPS-Grid,EPS-Grid,2000
Wi-Fi,STAC,6,IOT-App,EPS-Grid,2000
WLAN,STAC,6,EPS-Store,EPS-Grid,2000
Security Property,STAC,6,EPS-Grid,EPS-Grid,2000
Cryptography,STAC,6,IOT-App,EPS-Grid,2000
Security Protocol,STAC,6,EPS-Grid,EPS-Grid,2000
Security Mechanism,STAC,6,EPS-Grid,EPS-Grid,2000
Sensor Networks,STAC,6,EPS-Grid,EPS-Grid,2000
Distributed Computing,IoT,7,EPS-Grid,IOT-App,2000
Privacy Protection,in Internet of things,6,EPS-Grid,EPS-Grid,2000
Security Risk,in Internet of things,6,EPS-Grid,EPS-Grid,2000
Key-changed Mutual Authentication,in Internet of things,6,EPS-Grid,EPS-Grid,2000
Internet of things,in Internet of things,6,EPS-Source,EPS-Grid,2000
Privacy Protection,of Internet of things,6,EPS-Grid,EPS-Grid,2000
Security Risk,of Internet of things,6,EPS-Grid,EPS-Grid,2000
Key-changed Mutual Authentication,of Internet of things,6,EPS-Grid,EPS-Grid,2000
RFID semi-active TAG,RFID,5,EPS-Grid,EPS-Grid,2000
energy harvesting,RFID,5,IOT-App,EPS-Grid,2000
RFID-WSN,RFID,5,EPS-Grid,EPS-Grid,2000
internet of things,WSN,9,EPS-Store,IOT-App,2000
event-driven,WSN,6,EPS-Grid,IOT-App,2000
virtualization,WSN,6,EPS-Grid,IOT-App,2000
event-driven,Internet of Things,6,EPS-Grid,IOT-App,2000
virtualization,Internet of Things,6,EPS-Grid,IOT-App,2000
IPsec,IPv6,6,EPS-Grid,EPS-Store,2000
IPsec,IoT,8,EPS-Grid,IOT-App,2000
IEEE 802,IoT,8,EPS-Grid,IOT-App,2000
15,IoT,8,EPS-Grid,IOT-App,2000
4 Security,IoT,8,EPS-Grid,IOT-App,2000
Future Internet of Things,IoT,6,EPS-Grid,IOT-App,2000
Data mining,IoT,6,IOT-Network,IOT-App,2000
Wireless sensor networks,vehicular networking,6,IOT-App,EPS-Grid,2000
Internet of things,vehicular networking,6,EPS-Source,EPS-Grid,2000
Vehicular networking,vehicular networking,6,EPS-Grid,EPS-Grid,2000
Inter-cloud computing,vehicular networking,6,EPS-Grid,EPS-Grid,2000
Semantic modeling,vehicular networking,6,EPS-Grid,EPS-Grid,2000
Event processing flow,vehicular networking,6,EPS-Grid,EPS-Grid,2000
Wireless sensor networks,VMS,6,IOT-App,EPS-Grid,2000
Internet of things,VMS,6,EPS-Source,EPS-Grid,2000
Vehicular networking,VMS,6,EPS-Grid,EPS-Grid,2000
Inter-cloud computing,VMS,6,EPS-Grid,EPS-Grid,2000
Semantic modeling,VMS,6,EPS-Grid,EPS-Grid,2000
Event processing flow,VMS,6,EPS-Grid,EPS-Grid,2000
Backscatter,Wi-Fi,5,IOT-Network,IOT-App,2000
Energy harvesting,Wi-Fi,5,EPS-Store,IOT-App,2000
Wireless,Wi-Fi,5,EPS-Grid,IOT-App,2000
large scale,WSN,6,EPS-Grid,IOT-App,2000
zone-based routing protocol,WSN,6,EPS-Grid,IOT-App,2000
range-free localization,WSN,6,EPS-Grid,IOT-App,2000
packet scheduling,WSN,6,EPS-Grid,IOT-App,2000
data aggregation,WSN,6,EPS-Grid,IOT-App,2000
first-come-first-served,WSN,6,EPS-Grid,IOT-App,2000
priority scheduling,WSN,6,EPS-Grid,IOT-App,2000
real-time data,WSN,6,EPS-Grid,IOT-App,2000
data dissemination,wireless sensor networks,6,EPS-Grid,IOT-App,2000
data compression,wireless sensor networks,6,EPS-Grid,IOT-App,2000
data aggregation,wireless sensor networks,6,EPS-Grid,IOT-App,2000
objects monitoring,wireless sensor networks,6,EPS-Grid,IOT-App,2000
internet of things,wireless sensor networks,6,EPS-Store,IOT-App,2000
Multimedia distribution,OR,6,EPS-Grid,EPS-Grid,2000
Multimedia IoT applications,OR,6,EPS-Grid,EPS-Grid,2000
Mobile network,OR,6,EPS-Grid,EPS-Grid,2000
QoE support,OR,6,EPS-Grid,EPS-Grid,2000
Energy efficiency,IoT,8,IOT-Network,IOT-App,2000
cloud computing,WSN,10,EPS-Grid,IOT-App,2000
WSN,IPv6,10,IOT-App,EPS-Store,2000
Mobility support,IPv6,10,EPS-Grid,EPS-Store,2000
relay,RS,6,EPS-Grid,EPS-Grid,2000
IoT,RS,6,IOT-App,EPS-Grid,2000
cognitive radio,RS,6,IOT-App,EPS-Grid,2000
QoS,RS,6,IOT-App,EPS-Grid,2000
end-to-end data rate,RS,6,EPS-Grid,EPS-Grid,2000
end-to-end BER,RS,6,EPS-Grid,EPS-Grid,2000
minimum power,RS,6,EPS-Grid,EPS-Grid,2000
Constrained Application Protocol,IoT,8,EPS-Store,IOT-App,2000
Efficient XML Interchange,IoT,8,EPS-Grid,IOT-App,2000
network architecture,IoT,8,EPS-Grid,IOT-App,2000
sensor system integration,IoT,8,EPS-Grid,IOT-App,2000
service functions and management,IoT,8,EPS-Grid,IOT-App,2000
testbed and trials,IoT,8,EPS-Grid,IOT-App,2000
6lowPAN,IoT,8,EPS-Grid,IOT-App,2000
Machine to Machine Communications,IoT,8,EPS-Grid,IOT-App,2000
Semantics,IoT,8,EPS-Grid,IOT-App,2000
Protocol Stacks,IoT,8,EPS-Grid,IOT-App,2000
Dynamic adaptation,IoT,8,IOT-App,IOT-App,2000
interoperability,IoT,15,EPS-Grid,IOT-App,2000
management,IoT,6,IOT-Network,IOT-App,2000
MQTT,IoT,6,IOT-Network,IOT-App,2000
pervasive communication,IoT,6,EPS-Grid,IOT-App,2000
Inkjet-printed sensors,CoAP,5,EPS-Grid,EPS-Store,2000
inkjet-printed electronics,CoAP,5,EPS-Grid,EPS-Store,2000
paper substrate,CoAP,5,EPS-Grid,EPS-Store,2000
RFID-enabled sensor,CoAP,5,EPS-Grid,EPS-Store,2000
autonomous wireless modules,CoAP,5,EPS-Grid,EPS-Store,2000
energy harvesting,CoAP,5,IOT-App,EPS-Store,2000
zero-power,CoAP,5,EPS-Grid,EPS-Store,2000
ambient energy harvesting,CoAP,5,EPS-Grid,EPS-Store,2000
Ubiquitous network infrastructure,IoT,8,EPS-Grid,IOT-App,2000
software defined networking,IoT,8,EPS-Grid,IOT-App,2000
network convergence,IoT,8,EPS-Grid,IOT-App,2000
optical networks,IoT,8,EPS-Grid,IOT-App,2000
Sensor Network Security,IoT,6,EPS-Grid,IOT-App,2000
Zolertia Z1,IoT,6,EPS-Grid,IOT-App,2000
Contiki,IoT,12,EPS-Grid,IOT-App,2000
UHF tags,RFID,6,EPS-Grid,EPS-Grid,2000
IPsec,RFID,6,EPS-Grid,EPS-Grid,2000
Scalability,IoT,6,EPS-Grid,IOT-App,2000
Single-Hop,IoT,6,EPS-Grid,IOT-App,2000
Autonomy,IoT,6,EPS-Grid,IOT-App,2000
Smart Grids,IoT,6,IOT-Percept,IOT-App,2000
Cooperating Smart Objects,IoT,8,EPS-Grid,IOT-App,2000
Agent-oriented Computing,IoT,8,EPS-Grid,IOT-App,2000
Cloud Computing,IoT,14,IOT-Network,IOT-App,2000
Smart homes,power line,6,EPS-Grid,EPS-Source,2000
ubiquitous networks,power line,6,EPS-Grid,EPS-Source,2000
Internet of Things,power line,6,IOT-App,EPS-Source,2000
Speech Recognition,IoT,5,EPS-Grid,IOT-App,2000
Home Automation,IoT,5,EPS-Grid,IOT-App,2000
Ambient Intelligence,IoT,5,EPS-Store,IOT-App,2000
Smart Homes,IoT,5,EPS-Grid,IOT-App,2000
Pervasive computing,DSME,5,EPS-Grid,EPS-Grid,2000
dynamic service composition,DSME,5,EPS-Grid,EPS-Grid,2000
semantic knowledge management,DSME,5,EPS-Grid,EPS-Grid,2000
ambient intelligence,DSME,5,EPS-Grid,EPS-Grid,2000
internet of things,DSME,5,EPS-Store,EPS-Grid,2000
wireless sensor network,DSME,5,EPS-Source,EPS-Grid,2000
Semantic Web of Things,IoT,5,EPS-Grid,IOT-App,2000
semantic web,IoT,5,EPS-Grid,IOT-App,2000
OMA,IoT,5,EPS-Grid,IOT-App,2000
oneM2M,IoT,5,EPS-Store,IOT-App,2000
convergence,IoT,5,EPS-Grid,IOT-App,2000
Internet of Things. mobility,IoT,6,EPS-Grid,IOT-App,2000
lightweight,IoT,6,EPS-Grid,IOT-App,2000
smart cities,IoT,9,EPS-Grid,IOT-App,2000
hospital wireless sensor networks,IoT,6,EPS-Grid,IOT-App,2000
handover,IoT,6,EPS-Grid,IOT-App,2000
cloud gateway,WSN,6,EPS-Grid,IOT-App,2000
Internet of Everything,IoT,6,EPS-Grid,IOT-App,2000
IC Design in Cloud,IoT,6,EPS-Grid,IOT-App,2000
HB100,SOs,5,EPS-Grid,EPS-Grid,2000
Octopus II,SOs,5,EPS-Grid,EPS-Grid,2000
virtual fence unit,SOs,5,EPS-Grid,EPS-Grid,2000
indoor,SOs,5,EPS-Grid,EPS-Grid,2000
outdoor,SOs,5,EPS-Grid,EPS-Grid,2000
maximum sensing range,SOs,5,EPS-Grid,EPS-Grid,2000
WSN,SOs,5,IOT-App,EPS-Grid,2000
Wireless Sensor Network,SOs,5,IOT-App,EPS-Grid,2000
IoT,SOs,5,IOT-App,EPS-Grid,2000
Internet of Things Introduction,SOs,5,EPS-Grid,EPS-Grid,2000
ZigBee,WSN,6,EPS-Store,IOT-App,2000
Internet of Things,heterogeneous sensor,6,IOT-App,EPS-Grid,2000
Big Data,heterogeneous sensor,6,EPS-Store,EPS-Grid,2000
Sensor data,heterogeneous sensor,6,EPS-Grid,EPS-Grid,2000
IoT architecture,heterogeneous sensor,6,EPS-Grid,EPS-Grid,2000
Service-Controlled Networking,heterogeneous sensor,6,EPS-Grid,EPS-Grid,2000
Data-intensive science,heterogeneous sensor,6,EPS-Grid,EPS-Grid,2000
LTE,M2M,15,EPS-Grid,EPS-Store,2000
Machine-to-Machine Communication,M2M,12,EPS-Grid,EPS-Store,2000
Human-to-Human communication,M2M,12,EPS-Grid,EPS-Store,2000
Fixed AGTI Time-controlled Scheduling Scheme and Dynamic AGTI Time-controlled Scheduling Scheme,M2M,12,EPS-Grid,EPS-Store,2000
LTE,AGTI,8,EPS-Grid,EPS-Grid,2000
Machine-to-Machine Communication,AGTI,8,EPS-Grid,EPS-Grid,2000
Human-to-Human communication,AGTI,8,EPS-Grid,EPS-Grid,2000
Fixed AGTI Time-controlled Scheduling Scheme and Dynamic AGTI Time-controlled Scheduling Scheme,AGTI,8,EPS-Grid,EPS-Grid,2000
Augmented Reality,IoT,14,EPS-Grid,IOT-App,2000
Web Services,IoT,6,EPS-Grid,IOT-App,2000
Mobile Agent,IoT,6,EPS-Grid,IOT-App,2000
Embedded Software,IoT,6,EPS-Grid,IOT-App,2000
Internet of Things,Industry 4.0,5,IOT-App,IOT-App,2000
Mobile Sensors,IoT,6,EPS-Grid,IOT-App,2000
Publish/Subscribe,IoT,6,EPS-Grid,IOT-App,2000
Linked Data,IoT,6,EPS-Grid,IOT-App,2000
Open Source,IoT,6,EPS-Grid,IOT-App,2000
lithography,PC,5,EPS-Grid,IOT-App,2000
ARM,PC,5,EPS-Grid,IOT-App,2000
embedded system,PC,5,IOT-App,IOT-App,2000
remote control,PC,5,EPS-Grid,IOT-App,2000
Cloud-bases IoT platforms,IoT,5,EPS-Grid,IOT-App,2000
M2M applications,IoT,5,EPS-Grid,IOT-App,2000
QoS-aware service selection,IoT,5,EPS-Grid,IOT-App,2000
healthcare applications,IoT,6,EPS-Grid,IOT-App,2000
system and software infrastructure,IoT,6,EPS-Grid,IOT-App,2000
big data,IoT,5,EPS-Load,IOT-App,2000
Internet of Things,WoT,8,IOT-App,EPS-Source,2000
data fusion,IoT,6,EPS-Grid,IOT-App,2000
AR,IoT,5,EPS-Grid,IOT-App,2000
Smart City,IoT,7,IOT-Network,IOT-App,2000
Mobile IoT applications,IoT,7,EPS-Grid,IOT-App,2000
mobile cloud,IoT,7,EPS-Grid,IOT-App,2000
intelligent systems,IoT,7,EPS-Grid,IOT-App,2000
learning,IoT,7,EPS-Grid,IOT-App,2000
u-things,IoT,7,EPS-Grid,IOT-App,2000
dynamic assessment and MDP planning,IoT,7,EPS-Grid,IOT-App,2000
Internet of things,the Internet of things,7,EPS-Source,EPS-Grid,2000
Environmental sensing,IoT,7,EPS-Grid,IOT-App,2000
participatory sensing,IoT,7,EPS-Grid,IOT-App,2000
data analytics,IoT,7,EPS-Grid,IOT-App,2000
distributed access control,IoT,6,EPS-Grid,IOT-App,2000
cryptographic primitives,IoT,6,EPS-Grid,IOT-App,2000
semantic technology,IoT,5,EPS-Grid,IOT-App,2000
service platform,IoT,5,EPS-Grid,IOT-App,2000
semantic interoperability,IoT,5,EPS-Grid,IOT-App,2000
service ontology,IoT,5,EPS-Grid,IOT-App,2000
VANET,SOs,5,EPS-Grid,EPS-Grid,2000
SUMO,SOs,5,EPS-Grid,EPS-Grid,2000
NS3,SOs,5,IOT-App,EPS-Grid,2000
OpenstreetMap,SOs,5,EPS-Grid,EPS-Grid,2000
TraCI,SOs,5,EPS-Grid,EPS-Grid,2000
Intelligent Traffic Lights,SOs,5,EPS-Grid,EPS-Grid,2000
Internet of Things services architecture,IoT,5,EPS-Grid,IOT-App,2000
sensing service,IoT,5,EPS-Grid,IOT-App,2000
SOA (Service Oriented Architecture),IoT,5,EPS-Grid,IOT-App,2000
EDSOA (Event Driven SOA),IoT,5,EPS-Grid,IOT-App,2000
Internet of Things Browser,IoT,5,EPS-Grid,IOT-App,2000
IoT Social Network,IoT,5,EPS-Load,IOT-App,2000
Social Internet of Things,IoT,5,EPS-Store,IOT-App,2000
Online Social Network,IoT,5,EPS-Load,IOT-App,2000
Ontology-based integration,IoT,5,EPS-Load,IOT-App,2000
Ontology Reasoning Rule,IoT,5,EPS-Load,IOT-App,2000
Access control,IoT,5,IOT-App,IOT-App,2000
Quantum Lifecycle Management,IoT,6,EPS-Load,IOT-App,2000
performance analysis,IoT,5,IOT-App,IOT-App,2000
approximate dynamic programming,QoS,5,IOT-Network,IOT-App,2000
QoS prediction,QoS,5,EPS-Load,IOT-App,2000
online learning,QoS,5,EPS-Load,IOT-App,2000
parameter tuner,QoS,5,EPS-Load,IOT-App,2000
multiagent,Internet of Things,5,EPS-Load,IOT-App,2000
programming architecture,Internet of Things,5,EPS-Load,IOT-App,2000
autonomic,Internet of Things,5,EPS-Load,IOT-App,2000
IOT,IoT,30,EPS-Store,IOT-App,2000
FPGA,IoT,5,EPS-Store,IOT-App,2000
M2M,5G,11,EPS-Store,IOT-App,2000
IoT,5G,39,IOT-App,IOT-App,2000
GSM,5G,7,EPS-Store,IOT-App,2000
sensor data,IoT,6,EPS-Load,IOT-App,2000
Residential microgrid,residential microgrid,14,EPS-Load,EPS-Load,2000
HEMS,residential microgrid,12,EPS-Source,EPS-Load,2000
Home energy management system,residential microgrid,12,EPS-Load,EPS-Load,2000
MPC,residential microgrid,12,IOT-Compute,EPS-Load,2000
Model predictive control,residential microgrid,12,EPS-Load,EPS-Load,2000
MILP,residential microgrid,12,EPS-Load,EPS-Load,2000
Mixed-integer linear programming,residential microgrid,12,EPS-Load,EPS-Load,2000
Demand response,residential microgrid,12,EPS-Source,EPS-Load,2000
Batteries,energy storage,7,IOT-App,EPS-Source,2000
Droop control,energy storage,9,IOT-Network,EPS-Source,2000
Sustainable energy,energy storage,10,EPS-Load,EPS-Source,2000
Climate change,energy storage,10,EPS-Load,EPS-Source,2000
distributed power generation,VSC,6,IOT-App,EPS-Load,2000
power distribution faults,VSC,6,EPS-Load,EPS-Load,2000
power convertors,VSC,6,EPS-Load,EPS-Load,2000
power generation control,VSC,6,EPS-Load,EPS-Load,2000
reactive power control,VSC,6,EPS-Source,EPS-Load,2000
busbars,VSC,6,EPS-Load,EPS-Load,2000
feedback,VSC,6,EPS-Load,EPS-Load,2000
power supply quality,VSC,6,EPS-Load,EPS-Load,2000
trees (mathematics),VSC,6,EPS-Load,EPS-Load,2000
power generation faults,VSC,6,EPS-Load,EPS-Load,2000
IEEE standards,VSC,6,EPS-Load,EPS-Load,2000
power grids,VSC,6,EPS-Source,EPS-Load,2000
solar cell arrays,VSC,6,EPS-Load,EPS-Load,2000
fault diagnosis,VSC,6,EPS-Load,EPS-Load,2000
fast negative sequence power injection oriented islanding detection technique,VSC,6,EPS-Load,EPS-Load,2000
photovoltaic based voltage source converter control,VSC,6,EPS-Load,EPS-Load,2000
PV based VSC system,VSC,6,EPS-Load,EPS-Load,2000
multiple distributed energy resources-based microgrid,VSC,6,EPS-Load,EPS-Load,2000
positive sequence power voltage loop,VSC,6,EPS-Load,EPS-Load,2000
dc-link capacitor voltage,VSC,6,EPS-Load,EPS-Load,2000
point of common coupling,VSC,6,EPS-Source,EPS-Load,2000
coupling bus reactive power,VSC,6,EPS-Load,EPS-Load,2000
feedback sequence voltage,VSC,6,EPS-Load,EPS-Load,2000
false detection avoidance,VSC,6,EPS-Load,EPS-Load,2000
power quality issues,VSC,6,EPS-Load,EPS-Load,2000
binary tree classifier,VSC,6,EPS-Load,EPS-Load,2000
threshold filter design,VSC,6,EPS-Load,EPS-Load,2000
IEEE UL 1741 standard,VSC,6,EPS-Load,EPS-Load,2000
Renewable energy,residential microgrid,6,EPS-Source,EPS-Load,2000
Cogeneration,PV,16,EPS-Load,EPS-Source,2000
Combined heat and power,PV,16,EPS-Load,EPS-Source,2000
Sizing,PV,16,EPS-Load,EPS-Source,2000
Adoption,SGT,6,EPS-Load,EPS-Load,2000
Smart Grid technology,SGT,6,EPS-Load,EPS-Load,2000
household study,SGT,6,EPS-Load,EPS-Load,2000
sustainable innovation,SGT,6,EPS-Load,EPS-Load,2000
electric vehicles,SPCS,6,EPS-Store,EPS-Load,2000
solar,SPCS,6,EPS-Load,EPS-Load,2000
charge stations,SPCS,6,EPS-Load,EPS-Load,2000
climate,SPCS,6,EPS-Load,EPS-Load,2000
battery,SPCS,6,EPS-Store,EPS-Load,2000
solar,EVs,6,EPS-Load,EPS-Source,2000
charge stations,EVs,6,EPS-Load,EPS-Source,2000
climate,EVs,6,EPS-Load,EPS-Source,2000
emissions,EVs,6,EPS-Load,EPS-Source,2000
Convex relaxation,power management,9,EPS-Load,EPS-Load,2000
loss minimization,power management,9,EPS-Load,EPS-Load,2000
optimal power flow,power management,9,EPS-Source,EPS-Load,2000
photovoltaic inverters,power management,9,EPS-Load,EPS-Load,2000
reactive power compensation,power management,9,EPS-Load,EPS-Load,2000
stochastic approximation,power management,9,EPS-Load,EPS-Load,2000
voltage regulation,power management,9,EPS-Load,EPS-Load,2000
distributed power generation,MG,6,IOT-App,EPS-Load,2000
power generation dispatch,MG,6,IOT-Network,EPS-Load,2000
power distribution economics,MG,6,EPS-Load,EPS-Load,2000
power generation economics,MG,6,IOT-Compute,EPS-Load,2000
wind turbines,MG,6,IOT-Compute,EPS-Load,2000
fuel cell power plants,MG,6,EPS-Load,EPS-Load,2000
cogeneration,MG,6,EPS-Source,EPS-Load,2000
photovoltaic power systems,MG,6,EPS-Source,EPS-Load,2000
minimisation,MG,6,EPS-Load,EPS-Load,2000
probability,MG,6,EPS-Load,EPS-Load,2000
resources maintenance cost,MG,6,EPS-Load,EPS-Load,2000
pollutant emission cost,MG,6,EPS-Load,EPS-Load,2000
smart grids,MG,6,EPS-Source,EPS-Load,2000
supply-demand,MG,6,EPS-Load,EPS-Load,2000
power exchanging,MG,6,EPS-Load,EPS-Load,2000
objective function value minimisation,MG,6,EPS-Load,EPS-Load,2000
imperialist competitive algorithm,MG,6,EPS-Load,EPS-Load,2000
power transaction,MG,6,EPS-Load,EPS-Load,2000
resources operation,MG,6,EPS-Load,EPS-Load,2000
electric loads,MG,6,EPS-Load,EPS-Load,2000
combined heat-and-power,MG,6,EPS-Load,EPS-Load,2000
fuel cell,MG,6,EPS-Source,EPS-Load,2000
micro turbine,MG,6,EPS-Load,EPS-Load,2000
photo voltaic,MG,6,EPS-Load,EPS-Load,2000
optimisation problem,MG,6,EPS-Load,EPS-Load,2000
small scale energy zones,MG,6,EPS-Load,EPS-Load,2000
optimal power dispatch,MG,6,EPS-Load,EPS-Load,2000
probabilistic analysis,MG,6,EPS-Load,EPS-Load,2000
technical constraints,MG,6,EPS-Load,EPS-Load,2000
economic aspects,MG,6,EPS-Load,EPS-Load,2000
MG conception,MG,6,EPS-Load,EPS-Load,2000
distribution system operation,MG,6,EPS-Load,EPS-Load,2000
maximum demand-side management utilisation,MG,6,EPS-Load,EPS-Load,2000
maximum energy management utilisation,MG,6,EPS-Load,EPS-Load,2000
controllable utility,MG,6,EPS-Load,EPS-Load,2000
renewable resources,MG,6,EPS-Load,EPS-Load,2000
heuristic algorithm,MG,6,EPS-Load,EPS-Load,2000
renewable power generation,MG,6,IOT-Network,EPS-Load,2000
uncertainties,MG,6,EPS-Load,EPS-Load,2000
microgrids,MG,6,EPS-Source,EPS-Load,2000
optimal distributed generation operation,MG,6,EPS-Load,EPS-Load,2000
Economic dispatch,energy storage,6,EPS-Source,EPS-Source,2000
