Source Node,Target Node,Pair Count,SNDomain,TNDomain,year
fuel cell,MG,6,EPS-Source,EPS-Load,2000
micro turbine,MG,6,EPS-Load,EPS-Load,2000
photo voltaic,MG,6,EPS-Load,EPS-Load,2000
optimisation problem,MG,6,EPS-Load,EPS-Load,2000
small scale energy zones,MG,6,EPS-Load,EPS-Load,2000
optimal power dispatch,MG,6,EPS-Load,EPS-Load,2000
probabilistic analysis,MG,6,EPS-Load,EPS-Load,2000
technical constraints,MG,6,EPS-Load,EPS-Load,2000
economic aspects,MG,6,EPS-Load,EPS-Load,2000
MG conception,MG,6,EPS-Load,EPS-Load,2000
distribution system operation,MG,6,EPS-Load,EPS-Load,2000
maximum demand-side management utilisation,MG,6,EPS-Load,EPS-Load,2000
maximum energy management utilisation,MG,6,EPS-Load,EPS-Load,2000
controllable utility,MG,6,EPS-Load,EPS-Load,2000
renewable resources,MG,6,EPS-Load,EPS-Load,2000
heuristic algorithm,MG,6,EPS-Load,EPS-Load,2000
renewable power generation,MG,6,IOT-Network,EPS-Load,2000
uncertainties,MG,6,EPS-Load,EPS-Load,2000
microgrids,MG,6,EPS-Source,EPS-Load,2000
optimal distributed generation operation,MG,6,EPS-Load,EPS-Load,2000
building energy,PV,4,EPS-Load,EPS-Source,2000
energy efficiency,PV,4,IOT-App,EPS-Source,2000
hybrid electric power,PV,4,EPS-Load,EPS-Source,2000
off-grid energy,PV,4,EPS-Load,EPS-Source,2000
refrigeration,PV,4,EPS-Load,EPS-Source,2000
Renewables incentives,RE,4,EPS-Load,EPS-Load,2000
Wind energy,RE,4,EPS-Store,EPS-Load,2000
Solar energy,RE,4,IOT-Percept,EPS-Load,2000
Abatement cost,RE,4,EPS-Load,EPS-Load,2000
EU ETS,RE,4,EPS-Load,EPS-Load,2000
Economic dispatch,energy storage,6,IOT-Compute,EPS-Source,2000
Insular power systems,energy storage,6,EPS-Load,EPS-Source,2000
Renewables integration,energy storage,6,EPS-Load,EPS-Source,2000
Vanadium redox battery,energy storage,6,EPS-Load,EPS-Source,2000
Urban energy,RE,7,EPS-Load,EPS-Load,2000
Smart energy,RE,7,EPS-Load,EPS-Load,2000
Renewable energy,RE,7,EPS-Source,EPS-Load,2000
Clean power,RE,7,EPS-Load,EPS-Load,2000
Energy storage,RE,7,EPS-Source,EPS-Load,2000
Smart grid,RE,7,EPS-Source,EPS-Load,2000
Smart energy hub,DR,4,EPS-Load,EPS-Source,2000
Energy management system,DR,4,EPS-Source,EPS-Source,2000
Integrated demand response,DR,4,EPS-Source,EPS-Source,2000
Non-cooperative game,DR,4,EPS-Load,EPS-Source,2000
Lyapunov stability,DG,4,EPS-Load,EPS-Source,2000
microgrid control,DG,4,EPS-Grid,EPS-Source,2000
nonlinear dynamic system,DG,4,EPS-Load,EPS-Source,2000
stability analysis of distributed generation systems,DG,4,EPS-Load,EPS-Source,2000
CPS,holonic multiagent system,4,IOT-App,EPS-Load,2000
Cyber-physical system,holonic multiagent system,4,IOT-Network,EPS-Load,2000
MAS,holonic multiagent system,4,IOT-Network,EPS-Load,2000
multiagent system,holonic multiagent system,4,IOT-Compute,EPS-Load,2000
optimization,holonic multiagent system,4,EPS-Source,EPS-Load,2000
power distribution system,holonic multiagent system,4,EPS-Load,EPS-Load,2000
smart grid,holonic multiagent system,4,EPS-Source,EPS-Load,2000
solar power,holonic multiagent system,4,EPS-Source,EPS-Load,2000
state estimation,holonic multiagent system,4,EPS-Store,EPS-Load,2000
power distribution system,DC,5,EPS-Load,EPS-Source,2000
BESS,dc microgrid,4,IOT-Network,IOT-Network,2000
dump load,dc microgrid,4,EPS-Load,IOT-Network,2000
droop control,dc microgrid,4,EPS-Source,IOT-Network,2000
IPMSG,dc microgrid,4,EPS-Load,IOT-Network,2000
interior permanent-magnet synchronous generator,dc microgrid,4,EPS-Load,IOT-Network,2000
predictive current control,dc microgrid,4,IOT-Compute,IOT-Network,2000
1P3W,dc microgrid,4,EPS-Load,IOT-Network,2000
single-phase three-wireinverter,dc microgrid,4,EPS-Load,IOT-Network,2000
switch-mode rectifier,dc microgrid,4,IOT-Percept,IOT-Network,2000
Vienna,dc microgrid,4,EPS-Load,IOT-Network,2000
wind generator,dc microgrid,4,EPS-Load,IOT-Network,2000
Renewable distributed generator,MG,6,EPS-Load,EPS-Load,2000
Power supply,MG,6,EPS-Load,EPS-Load,2000
Harmonic compensation,MG,6,EPS-Load,EPS-Load,2000
Grid frequency regulation,MG,6,EPS-Load,EPS-Load,2000
forecast data,DC,4,EPS-Load,EPS-Source,2000
efficiency,DC,4,IOT-App,EPS-Source,2000
cost optimization,DC,4,EPS-Load,EPS-Source,2000
system integration,DC,4,EPS-Grid,EPS-Source,2000
storage,DC,4,EPS-Source,EPS-Source,2000
distribution system,PV,16,EPS-Load,EPS-Source,2000
photovoltaic generation,PV,4,IOT-Network,EPS-Source,2000
Battery swapping,BSS,6,EPS-Load,EPS-Store,2000
charging strategy,BSS,6,EPS-Load,EPS-Store,2000
direct-current (dc) microgrid,BSS,6,EPS-Load,EPS-Store,2000
PV,BSS,6,EPS-Source,EPS-Store,2000
self-consumption of photovoltaicenergy,BSS,6,EPS-Load,EPS-Store,2000
service availability,BSS,6,EPS-Load,EPS-Store,2000
Adequacy evaluation,PHEVs,8,EPS-Load,EPS-Load,2000
MCS,PHEVs,8,EPS-Load,EPS-Load,2000
Monte Carlo simulation,PHEVs,8,IOT-Percept,EPS-Load,2000
Risk assessment,PHEVs,8,EPS-Load,EPS-Load,2000
Smart grids,PHEVs,8,EPS-Load,EPS-Load,2000
Uncertainty,PHEVs,8,EPS-Source,EPS-Load,2000
Managed charging,PHEVs,8,EPS-Load,EPS-Load,2000
Vehicle-to-grid,PHEVs,8,IOT-Network,EPS-Load,2000
Well-being assessment,PHEVs,8,EPS-Load,EPS-Load,2000
Renewable resource,PHEVs,8,EPS-Load,EPS-Load,2000
DG,PHEVs,8,EPS-Source,EPS-Load,2000
Solar distributed generationunits,PHEVs,8,EPS-Load,EPS-Load,2000
Wind turbine DG units,PHEVs,8,EPS-Load,EPS-Load,2000
Diesel DG units,PHEVs,8,EPS-Load,EPS-Load,2000
control design,PV,4,EPS-Load,EPS-Source,2000
Circuit faults,medium-voltage,4,EPS-Load,EPS-Load,2000
delays,medium-voltage,4,EPS-Load,EPS-Load,2000
distributed power generation,medium-voltage,4,EPS-Load,EPS-Load,2000
energy storage,medium-voltage,4,EPS-Source,EPS-Load,2000
microgrids,medium-voltage,4,EPS-Source,EPS-Load,2000
mining,medium-voltage,4,EPS-Load,EPS-Load,2000
overcurrent protection,medium-voltage,4,EPS-Load,EPS-Load,2000
voltage control,medium-voltage,4,EPS-Source,EPS-Load,2000
wind turbines,medium-voltage,4,IOT-Compute,EPS-Load,2000
industrial microgrid,IMGs,4,EPS-Load,EPS-Load,2000
PEV,IMGs,4,EPS-Grid,EPS-Load,2000
PV,IMGs,4,EPS-Source,EPS-Load,2000
CHP,IMGs,4,IOT-Network,EPS-Load,2000
profit-based unit commitment,IMGs,4,EPS-Load,EPS-Load,2000
security constrained unit commitment,IMGs,4,EPS-Load,EPS-Load,2000
CO2 capture,CO2,8,EPS-Load,EPS-Source,2000
Optimization,CO2,8,EPS-Source,EPS-Source,2000
Wind power,CO2,8,EPS-Source,EPS-Source,2000
Occupancy-based zone-climate control,heterogeneous occupancy,4,EPS-Load,EPS-Load,2000
Energy efficiency,heterogeneous occupancy,4,IOT-App,EPS-Load,2000
Thermal comfort,heterogeneous occupancy,4,IOT-App,EPS-Load,2000
Energy management system,heterogeneous occupancy,4,EPS-Source,EPS-Load,2000
Grid-connected microgrids,heterogeneous occupancy,4,EPS-Load,EPS-Load,2000
MG,power management,8,EPS-Load,EPS-Load,2000
solar cell arrays,AC,4,EPS-Load,EPS-Load,2000
load regulation,AC,4,EPS-Load,EPS-Load,2000
distributed power generation,AC,4,EPS-Load,EPS-Load,2000
power grids,AC,4,EPS-Source,EPS-Load,2000
hybrid power systems,AC,4,IOT-Compute,EPS-Load,2000
diesel-electric generators,AC,4,EPS-Load,EPS-Load,2000
secondary cells,AC,4,EPS-Load,EPS-Load,2000
invertors,AC,4,EPS-Load,EPS-Load,2000
rectifiers,AC,4,EPS-Load,EPS-Load,2000
fuzzy control,AC,4,EPS-Load,EPS-Load,2000
power system management,AC,4,EPS-Load,EPS-Load,2000
power generation control,AC,4,EPS-Load,EPS-Load,2000
charge current,AC,4,EPS-Load,EPS-Load,2000
discharge current,AC,4,EPS-Load,EPS-Load,2000
fuzzy controller,AC,4,EPS-Load,EPS-Load,2000
state machine approach,AC,4,EPS-Load,EPS-Load,2000
power exchange management,AC,4,EPS-Load,EPS-Load,2000
battery bank SOC,AC,4,EPS-Load,EPS-Load,2000
state of charge,AC,4,IOT-Network,EPS-Load,2000
load power demand,AC,4,EPS-Load,EPS-Load,2000
renewable energy source,AC,4,IOT-Percept,EPS-Load,2000
rectifier,AC,4,EPS-Load,EPS-Load,2000
inverter,AC,4,IOT-Percept,EPS-Load,2000
bidirectional converter,AC,4,EPS-Load,EPS-Load,2000
DC load,AC,4,EPS-Load,EPS-Load,2000
photovoltaic array,AC,4,EPS-Load,EPS-Load,2000
AC load,AC,4,EPS-Load,EPS-Load,2000
diesel generator reliability,AC,4,EPS-Load,EPS-Load,2000
isolated hybrid AC microgrid power management,AC,4,EPS-Load,EPS-Load,2000
supervisory control scheme,AC,4,EPS-Load,EPS-Load,2000
battery banks fuzzy control,AC,4,EPS-Load,EPS-Load,2000
isolated hybrid DC microgrid power management,AC,4,EPS-Load,EPS-Load,2000
solar cell arrays,DC,4,EPS-Load,EPS-Source,2000
load regulation,DC,4,EPS-Load,EPS-Source,2000
power grids,DC,4,EPS-Source,EPS-Source,2000
diesel-electric generators,DC,4,EPS-Load,EPS-Source,2000
secondary cells,DC,4,EPS-Load,EPS-Source,2000
invertors,DC,4,EPS-Load,EPS-Source,2000
power system management,DC,4,EPS-Load,EPS-Source,2000
power generation control,DC,4,EPS-Load,EPS-Source,2000
charge current,DC,4,EPS-Load,EPS-Source,2000
discharge current,DC,4,EPS-Load,EPS-Source,2000
fuzzy controller,DC,4,EPS-Load,EPS-Source,2000
state machine approach,DC,4,EPS-Load,EPS-Source,2000
power exchange management,DC,4,EPS-Load,EPS-Source,2000
battery bank SOC,DC,4,EPS-Load,EPS-Source,2000
state of charge,DC,10,IOT-Network,EPS-Source,2000
load power demand,DC,4,EPS-Load,EPS-Source,2000
rectifier,DC,4,EPS-Load,EPS-Source,2000
bidirectional converter,DC,4,EPS-Load,EPS-Source,2000
DC load,DC,4,EPS-Load,EPS-Source,2000
photovoltaic array,DC,4,EPS-Load,EPS-Source,2000
AC load,DC,4,EPS-Load,EPS-Source,2000
diesel generator reliability,DC,4,EPS-Load,EPS-Source,2000
isolated hybrid AC microgrid power management,DC,4,EPS-Load,EPS-Source,2000
supervisory control scheme,DC,4,EPS-Load,EPS-Source,2000
battery banks fuzzy control,DC,4,EPS-Load,EPS-Source,2000
isolated hybrid DC microgrid power management,DC,4,EPS-Load,EPS-Source,2000
Plug-in hybrid electric vehicle,hybrid electric vehicles,4,EPS-Load,IOT-Network,2000
Economic scheduling,hybrid electric vehicles,4,EPS-Load,IOT-Network,2000
Smart charging and discharging,hybrid electric vehicles,4,EPS-Load,IOT-Network,2000
Microgrid,hybrid electric vehicles,4,EPS-Source,IOT-Network,2000
Remote islanding detection,PV,6,EPS-Load,EPS-Source,2000
Grid-tied PV system,PV,6,EPS-Load,EPS-Source,2000
FPGA,PV,6,EPS-Store,EPS-Source,2000
Thermal unit commitment,electric vehicle,6,EPS-Load,EPS-Source,2000
Smart houses,electric vehicle,6,EPS-Load,EPS-Source,2000
Wind power uncertainty,electric vehicle,6,EPS-Load,EPS-Source,2000
Battery energy storage,electric vehicle,6,IOT-Network,EPS-Source,2000
Optimal scheduling,PEVs,4,EPS-Load,EPS-Grid,2000
conventional unit,power management,4,EPS-Load,EPS-Load,2000
industrial load,power management,4,EPS-Load,EPS-Load,2000
DR,power management,4,EPS-Source,EPS-Load,2000
Demand Response,power management,4,EPS-Source,EPS-Load,2000
AS,power management,4,EPS-Load,EPS-Load,2000
Ancillary Service,power management,4,EPS-Load,EPS-Load,2000
aluminum smelter,power management,4,EPS-Load,EPS-Load,2000
cement,power management,4,EPS-Load,EPS-Load,2000
agent-based,power management,4,EPS-Load,EPS-Load,2000
China,power management,4,IOT-Compute,EPS-Load,2000
plug-in electric vehicle,DC,25,EPS-Load,EPS-Source,2000
self-consumption,DC,20,EPS-Load,EPS-Source,2000
modeling,DC,20,EPS-Load,EPS-Source,2000
Energetic Macroscopic Representation,DC,20,EPS-Load,EPS-Source,2000
Maximum Control Structure,DC,20,EPS-Load,EPS-Source,2000
Bushing,DP,6,EPS-Load,IOT-App,2000
Aging characteristics,DP,6,EPS-Load,IOT-App,2000
Oil-paper insulation,DP,6,EPS-Load,IOT-App,2000
Thermal aging,DP,6,EPS-Load,IOT-App,2000
Nash equilibrium,smart grids,4,EPS-Source,EPS-Source,2000
voltage control,PV,5,EPS-Source,EPS-Source,2000
distribution grid,PV,5,EPS-Load,EPS-Source,2000
distributed generation,PV,12,EPS-Source,EPS-Source,2000
Smart Energy Systems,Smart Energy System,6,EPS-Load,EPS-Load,2000
100% Renewable energy systems,Smart Energy System,6,EPS-Load,EPS-Load,2000
Energy storage,Smart Energy System,6,EPS-Source,EPS-Load,2000
Smart grids,Smart Energy System,6,EPS-Load,EPS-Load,2000
Thermal grids,Smart Energy System,6,EPS-Load,EPS-Load,2000
Gas grids,Smart Energy System,6,EPS-Load,EPS-Load,2000
Battery dynamic modeling,MG,6,EPS-Load,EPS-Load,2000
DR,MG,6,EPS-Source,EPS-Load,2000
DiG,MG,6,EPS-Load,EPS-Load,2000
diesel generatorefficiency and emission model,MG,6,EPS-Load,EPS-Load,2000
EWH,MG,6,EPS-Load,EPS-Load,2000
electric water heaterdynamic model,MG,6,EPS-Load,EPS-Load,2000
State estimation,SE,5,EPS-Load,IOT-Percept,2000
Event triggered,SE,5,EPS-Load,IOT-Percept,2000
Tracking,SE,5,EPS-Load,IOT-Percept,2000
Smart grid,SE,5,EPS-Source,IOT-Percept,2000
Renewable energy resources,SE,5,EPS-Load,IOT-Percept,2000
Variable energy resources,SE,5,EPS-Load,IOT-Percept,2000
Computational complexity,SE,5,EPS-Load,IOT-Percept,2000
Monte Carlo,energy storage,4,EPS-Load,EPS-Source,2000
planning,energy storage,6,EPS-Source,EPS-Source,2000
Battery utilization,energy storage,6,EPS-Load,EPS-Source,2000
Optimal sizing,energy storage,6,EPS-Load,EPS-Source,2000
Autonomy,energy storage,6,EPS-Grid,EPS-Source,2000
Solar integration,energy storage,6,EPS-Load,EPS-Source,2000
Single particle model,energy storage,6,EPS-Load,EPS-Source,2000
maximum power point tracking,PV,4,EPS-Load,EPS-Source,2000
fault-tolerant control,FTC,4,EPS-Load,EPS-Load,2000
linear parameter varying,FTC,4,EPS-Load,EPS-Load,2000
microgrid,FTC,4,EPS-Source,EPS-Load,2000
model-based control,FTC,4,EPS-Load,EPS-Load,2000
Microgrid,SWRO,5,EPS-Source,EPS-Load,2000
Variable operating conditions,SWRO,5,EPS-Load,EPS-Load,2000
Polygeneration,SWRO,5,EPS-Load,EPS-Load,2000
Sea water reverse osmosis desalination,SWRO,5,EPS-Load,EPS-Load,2000
Distributed energy resources,residential distribution systems,4,EPS-Source,EPS-Load,2000
Distributed generation,residential distribution systems,4,EPS-Source,EPS-Load,2000
Deterministic power-flow analysis,residential distribution systems,4,EPS-Load,EPS-Load,2000
Graph theory,residential distribution systems,4,EPS-Load,EPS-Load,2000
Injection current,residential distribution systems,4,EPS-Load,EPS-Load,2000
Micro-grids,residential distribution systems,4,IOT-Network,EPS-Load,2000
Monte Carlo power-flow analysis,residential distribution systems,4,EPS-Load,EPS-Load,2000
Microgrid operation,MG,4,EPS-Load,EPS-Load,2000
Generation scheduling,MG,4,IOT-Network,EPS-Load,2000
ARIMA,MG,4,IOT-App,EPS-Load,2000
Robust optimization,MG,4,EPS-Grid,EPS-Load,2000
SOFC triple combined cycle,SOFC,4,EPS-Load,EPS-Grid,2000
Independent microgrid,SOFC,4,EPS-Load,EPS-Grid,2000
Inertial force,SOFC,4,EPS-Load,EPS-Grid,2000
Large-scale solar power plant,SOFC,4,EPS-Load,EPS-Grid,2000
Renewable energy,WWTP,4,EPS-Source,EPS-Load,2000
Microgrid energy management system,distributed generation resources,4,EPS-Load,EPS-Load,2000
Droop control,distributed generation resources,4,EPS-Load,EPS-Load,2000
Virtual inertia,distributed generation resources,4,EPS-Load,EPS-Load,2000
Reserve scheduling,distributed generation resources,4,EPS-Load,EPS-Load,2000
Demand response,distributed generation resources,4,EPS-Source,EPS-Load,2000
Charging station,ENEA,6,EPS-Store,EPS-Load,2000
Electric vehicle,ENEA,6,EPS-Store,EPS-Load,2000
Energy storage,ENEA,6,EPS-Source,EPS-Load,2000
ICT,ENEA,6,IOT-App,EPS-Load,2000
Smart grid,ENEA,6,EPS-Source,EPS-Load,2000
Fault protection algorithm,MG,4,EPS-Load,EPS-Load,2000
Dynamic and transient characteristics,MG,4,EPS-Load,EPS-Load,2000
Islanded mode and grid-connected mode,MG,4,EPS-Load,EPS-Load,2000
Current control,energy storage,6,EPS-Load,EPS-Source,2000
dc/dc converters,energy storage,6,EPS-Load,EPS-Source,2000
diesel generator,energy storage,6,EPS-Load,EPS-Source,2000
lithium battery,energy storage,8,EPS-Load,EPS-Source,2000
MPPT,energy storage,6,EPS-Store,EPS-Source,2000
maximum power point tracking,energy storage,6,EPS-Load,EPS-Source,2000
photovoltaicpanel,energy storage,6,EPS-Load,EPS-Source,2000
polynomial controller,energy storage,6,EPS-Load,EPS-Source,2000
UCs,energy storage,6,EPS-Load,EPS-Source,2000
ultracapacitors,energy storage,6,EPS-Load,EPS-Source,2000
wind turbine,energy storage,6,EPS-Load,EPS-Source,2000
spinning reserve,energy storage,4,EPS-Load,EPS-Source,2000
Demand response exchange,DRX,8,EPS-Load,EPS-Load,2000
Stochastic programming,DRX,8,IOT-Compute,EPS-Load,2000
Reserves,DRX,8,EPS-Load,EPS-Load,2000
Power system operation,DRX,8,EPS-Load,EPS-Load,2000
Wind power,DRX,8,EPS-Source,EPS-Load,2000
DR,DRX,8,EPS-Source,EPS-Load,2000
Thermal energy storage,energy storage,17,EPS-Load,EPS-Source,2000
Load shifting,energy storage,10,EPS-Load,EPS-Source,2000
Operation strategy,energy storage,10,EPS-Load,EPS-Source,2000
Distributed energy resources,PV,4,EPS-Source,EPS-Source,2000
Distributed storage,PV,4,IOT-App,EPS-Source,2000
Active PV system,PV,4,EPS-Load,EPS-Source,2000
PV limitation mode,PV,4,EPS-Load,EPS-Source,2000
Batteries,PV,9,IOT-App,EPS-Source,2000
Ultra-capacitor,PV,4,EPS-Load,EPS-Source,2000
Smart grids,BEMS,6,EPS-Load,EPS-Load,2000
energy management,BEMS,6,EPS-Store,EPS-Load,2000
energy storage,BEMS,6,EPS-Source,EPS-Load,2000
optimization,BEMS,6,EPS-Source,EPS-Load,2000
mathematical programming,BEMS,6,EPS-Load,EPS-Load,2000
electric vehicles,BEMS,6,EPS-Load,EPS-Load,2000
computer and control systems,BEMS,6,EPS-Load,EPS-Load,2000
simulation,BEMS,6,EPS-Load,EPS-Load,2000
Dynamic Models,DG,4,EPS-Load,EPS-Source,2000
Solide Oxide Fuel Cell,DG,4,EPS-Load,EPS-Source,2000
Gas Turbine,DG,4,EPS-Load,EPS-Source,2000
microturbine,DG,4,EPS-Load,EPS-Source,2000
wind turbine,DG,4,EPS-Load,EPS-Source,2000
internal combustion engine,DG,4,EPS-Load,EPS-Source,2000
lithium-ion battery,DG,4,EPS-Load,EPS-Source,2000
CO2 emission,DC,6,EPS-Load,EPS-Source,2000
380 VDC,DC,6,EPS-Load,EPS-Source,2000
wind turbine generator,PV,4,IOT-Compute,EPS-Source,2000
Micro Grid,power management,4,EPS-Load,EPS-Load,2000
Home Area Network,power management,4,IOT-Percept,EPS-Load,2000
Zigbee,power management,4,EPS-Store,EPS-Load,2000
home machine-to-machine networks,power management,4,EPS-Load,EPS-Load,2000
microgrid,power microgrid,4,EPS-Source,EPS-Load,2000
combined cooling heat and power system,power microgrid,4,EPS-Load,EPS-Load,2000
plug-in electric vehicles,power microgrid,4,EPS-Grid,EPS-Load,2000
particle swarm optimization,power microgrid,4,IOT-App,EPS-Load,2000
Wind energy,renewable energy resources,4,EPS-Store,EPS-Source,2000
Assessment of solar and wind energy,renewable energy resources,4,EPS-Load,EPS-Source,2000
Energy supply,renewable energy resources,4,EPS-Load,EPS-Source,2000
Dynamic Rating,OHL,8,EPS-Load,EPS-Load,2000
Thermal,OHL,8,EPS-Load,EPS-Load,2000
Loadability,OHL,8,EPS-Load,EPS-Load,2000
Synchrophasor,OHL,8,EPS-Load,EPS-Load,2000
Dynamic Rating,DLR,4,EPS-Load,EPS-Source,2000
Thermal,DLR,4,EPS-Load,EPS-Source,2000
Loadability,DLR,4,EPS-Load,EPS-Source,2000
Synchrophasor,DLR,4,EPS-Load,EPS-Source,2000
Smart Network,electric vehicle,6,EPS-Load,EPS-Source,2000
Priority,electric vehicle,6,EPS-Store,EPS-Source,2000
Wind Turbine,energy storage,4,IOT-Network,EPS-Source,2000
Distributed Generators,energy storage,4,IOT-Percept,EPS-Source,2000
V2G,G storage,4,EPS-Grid,EPS-Load,2000
operational-planning,G storage,4,EPS-Load,EPS-Load,2000
chance constrained programming,G storage,4,IOT-Percept,EPS-Load,2000
Metropolis-Hastings algorithm,G storage,4,EPS-Load,EPS-Load,2000
Markov chain Monte Carlo,G storage,4,EPS-Load,EPS-Load,2000
microgrid,G storage,4,EPS-Source,EPS-Load,2000
renewable energy,G storage,4,EPS-Source,EPS-Load,2000
Aggregated Modeling,wind farm,5,EPS-Load,EPS-Source,2000
Dynamic Model,wind farm,5,EPS-Load,EPS-Source,2000
DIgSILENT,wind farm,5,EPS-Load,EPS-Source,2000
Fault-ride through,wind farm,5,EPS-Load,EPS-Source,2000
DFIG WT,wind farm,5,EPS-Load,EPS-Source,2000
PMSG WT,wind farm,5,EPS-Load,EPS-Source,2000
modeling,energy storage,5,EPS-Load,EPS-Source,2000
Coordinated control,PV,6,EPS-Load,EPS-Source,2000
energy storage sizing,PV,6,EPS-Load,EPS-Source,2000
high penetration PV,PV,6,EPS-Load,EPS-Source,2000
power distribution,PV,6,EPS-Load,EPS-Source,2000
statistical modeling,PV,6,EPS-Load,EPS-Source,2000
semi-Markov process,PV,6,EPS-Load,EPS-Source,2000
solar intermittency,PV,6,EPS-Load,EPS-Source,2000
solar radiation,PV,6,EPS-Load,EPS-Source,2000
voltage based control,DC,6,EPS-Load,EPS-Source,2000
power balance,DC,6,EPS-Load,EPS-Source,2000
small signal analysis,DC,6,EPS-Load,EPS-Source,2000
bus voltage,DC,4,EPS-Load,EPS-Source,2000
nanogrid,DC,6,EPS-Load,EPS-Source,2000
DC power,DC,6,EPS-Load,EPS-Source,2000
DC DC Converter,DC,4,EPS-Load,EPS-Source,2000
Renewable Energy,DC,4,EPS-Source,EPS-Source,2000
Boost Converter,DC,4,EPS-Load,EPS-Source,2000
Parallel PV,DC,4,EPS-Load,EPS-Source,2000
DC Bus,DC,4,EPS-Load,EPS-Source,2000
LVDC,DC,7,EPS-Load,EPS-Source,2000
Micro Grid,KPIs,6,EPS-Load,EPS-Load,2000
Renewable energy resources,KPIs,6,EPS-Load,EPS-Load,2000
Optimization,KPIs,6,EPS-Source,EPS-Load,2000
Genetic algorithms,KPIs,6,EPS-Store,EPS-Load,2000
Dynamic and static KPIs,KPIs,6,EPS-Load,EPS-Load,2000
static VAR compensator,MG,8,EPS-Load,EPS-Load,2000
voltage regulation,MG,8,EPS-Load,EPS-Load,2000
learning control,MG,8,EPS-Load,EPS-Load,2000
fuzzy control,MG,8,EPS-Load,EPS-Load,2000
model reference control,MG,8,EPS-Load,EPS-Load,2000
static VAR compensator,PID,4,EPS-Load,EPS-Load,2000
voltage regulation,PID,4,EPS-Load,EPS-Load,2000
learning control,PID,4,EPS-Load,EPS-Load,2000
fuzzy control,PID,4,EPS-Load,EPS-Load,2000
model reference control,PID,4,EPS-Load,EPS-Load,2000
micro grid,PID,4,EPS-Source,EPS-Load,2000
Smart DC Micro-grid,DC,4,EPS-Load,EPS-Source,2000
Load scheduling,DC,4,IOT-Percept,EPS-Source,2000
Sliding Mode Control,DC,4,EPS-Load,EPS-Source,2000
Demand response,DC,4,EPS-Source,EPS-Source,2000
dc distribution system,DC,5,EPS-Load,EPS-Source,2000
dc microgrid,DC,5,IOT-Network,EPS-Source,2000
energy managemant,DC,5,EPS-Load,EPS-Source,2000
bipolar type,DC,5,EPS-Load,EPS-Source,2000
PSCAD/EMTDC,DC,5,IOT-Compute,EPS-Source,2000
wind turbine,WT,4,EPS-Load,EPS-Source,2000
HOMER,WT,4,EPS-Load,EPS-Source,2000
micro-grid,WT,4,EPS-Store,EPS-Source,2000
battery storage,WT,4,EPS-Source,EPS-Source,2000
LPSP,WT,4,EPS-Load,EPS-Source,2000
solar PV,WT,4,IOT-Network,EPS-Source,2000
Turbine selection,wind energy conversion system,4,EPS-Load,IOT-Compute,2000
Reliability Index,wind energy conversion system,4,EPS-Load,IOT-Compute,2000
Capacity factor,wind energy conversion system,4,EPS-Load,IOT-Compute,2000
SVPWM,AC,4,EPS-Source,EPS-Load,2000
Inverter control method,AC,4,EPS-Load,EPS-Load,2000
Voltage Control,AC,4,EPS-Load,EPS-Load,2000
Automatic Power Control,AC,4,EPS-Load,EPS-Load,2000
Photovoltaic plant,Photovoltaic,4,EPS-Load,EPS-Store,2000
UPS System,Photovoltaic,4,EPS-Load,EPS-Store,2000
Power Electronics,Photovoltaic,4,EPS-Load,EPS-Store,2000
Interconnected Configuration,Photovoltaic,4,EPS-Load,EPS-Store,2000
Reliability Estimation Test,Photovoltaic,4,EPS-Load,EPS-Store,2000
OrCAD PSpice Simulation,Photovoltaic,4,EPS-Load,EPS-Store,2000
component,reactive power compensation,6,IOT-App,IOT-Compute,2000
Microgrid,reactive power compensation,6,EPS-Source,IOT-Compute,2000
Voltage stability,reactive power compensation,6,EPS-Load,IOT-Compute,2000
PSO,reactive power compensation,6,IOT-App,IOT-Compute,2000
GA,reactive power compensation,6,IOT-Network,IOT-Compute,2000
micro resources,energy storage,4,EPS-Load,EPS-Source,2000
energy saving system,energy storage,4,EPS-Load,EPS-Source,2000
voltage and frequency,energy storage,4,EPS-Load,EPS-Source,2000
solar,distributed energy resources,4,EPS-Load,IOT-Compute,2000
wind,distributed energy resources,4,IOT-Percept,IOT-Compute,2000
biomass,distributed energy resources,4,EPS-Load,IOT-Compute,2000
smart-grid,distributed energy resources,4,IOT-Percept,IOT-Compute,2000
smart-meter,distributed energy resources,4,EPS-Load,IOT-Compute,2000
Solar production prediction,PV,4,EPS-Load,EPS-Source,2000
PV forecast,PV,4,EPS-Load,EPS-Source,2000
Data intelligence analysis,PV,4,EPS-Load,EPS-Source,2000
Advanced Metering Infrastructure,PV,4,EPS-Source,EPS-Source,2000
Energy information management,PV,4,EPS-Load,EPS-Source,2000
KNIME,PV,4,EPS-Load,EPS-Source,2000
PV active generator,PV,6,EPS-Load,EPS-Source,2000
stateflow,PV,6,EPS-Load,EPS-Source,2000
energy controller,PV,6,EPS-Load,EPS-Source,2000
generation shedding,power management,4,EPS-Load,EPS-Load,2000
runback,power management,4,EPS-Load,EPS-Load,2000
load shedding,power management,6,EPS-Load,EPS-Load,2000
frequency and voltage stability,power management,4,EPS-Load,EPS-Load,2000
autosynchronization,power management,4,EPS-Load,EPS-Load,2000
blackout prevention,power management,4,EPS-Load,EPS-Load,2000
